Name,Age,Nationality,Overall,Position,Value,Preferred Foot,Height,Weight,Position_Type
J. Jantscher,29,Austria,69,LM,1,Right,71,157,Midfield
E. Huws,24,Wales,69,CM,1.4,Left,70,161,Midfield
U. Matić,28,Serbia,69,LCM,1,Left,72,172,Midfield
W. Bakhashwain,28,Saudi Arabia,69,LDM,850,Right,69,146,Midfield
H. Aiesh,23,Sweden,69,LW,1.4,Right,71,159,Attack
S. Prevljak,23,Bosnia Herzegovina,69,LS,1.6,Right,74,165,Attack
A. Aldrete,30,Mexico,69,LB,750,Left,70,165,Defense
L. De Bock,25,Belgium,69,LB,1.1,Left,70,165,Defense
J. Hunt,27,England,69,RB,875,Right,69,157,Defense
L. Ceballos,31,Argentina,69,RB,700,Right,65,148,Defense
Javi Muñoz,23,Spain,69,CM,1.5,Right,69,165,Midfield
Alson Botelho,30,Brazil,69,CDM,775,Right,71,161,Midfield
O. De Wolf,21,Belgium,69,GK,1.2,Left,75,183,Defense
J. Arp,18,Germany,69,ST,2.2,Right,72,172,Attack
J. Ardaiz,19,Uruguay,69,ST,2,Left,72,179,Attack
L. Moult,26,England,69,ST,1.3,Right,72,187,Attack
Arthur Caike,26,Brazil,69,LM,1.2,Right,69,165,Midfield
I. Rivas,30,Colombia,69,CM,975,Right,70,176,Midfield
N. Onuoha,31,England,69,CB,700,Right,74,172,Defense
Mika,27,Portugal,69,GK,875,Left,77,198,Defense
V. Klonaridis,25,Belgium,69,RM,1.2,Right,71,168,Midfield
C. Stanković,25,Austria,69,GK,1,Right,73,176,Defense
M. Gómez,24,Colombia,69,LM,1.4,Left,73,159,Midfield
L. Klünter,22,Germany,69,RB,1.4,Right,72,161,Defense
A. Farrell,26,United States,69,RB,1,Right,71,165,Defense
G. Tutino,21,Italy,69,LS,1.8,Right,70,168,Attack
E. Kouassi,20,Ivory Coast,69,CDM,1.3,Right,73,183,Midfield
I. Cardona,20,France,69,ST,1.7,Right,73,170,Attack
G. Bruno,26,Belgium,69,LM,1.3,Right,71,161,Midfield
D. Accam,27,Ghana,69,LW,1.1,Right,69,174,Attack
Pablo Valcarce,25,Spain,69,RM,1.3,Left,69,154,Midfield
Filipe Ferreira,27,Portugal,69,LB,875,Left,70,159,Defense
E. Triverio,29,Argentina,69,ST,1.1,Right,72,172,Attack
Wellington,25,Brazil,69,RW,1.2,Right,72,148,Attack
B. Nehrig,31,Germany,69,CDM,700,Right,71,174,Midfield
F. Campbell,30,England,69,ST,1,Right,68,181,Attack
M. Yatabaré,32,Mali,69,ST,850,Right,73,154,Attack
E. Lenjani,28,Albania,69,LB,825,Left,69,143,Defense
F. Bredlow,23,Germany,69,GK,1.2,Left,75,198,Defense
Y. Takahagi,31,Japan,69,CAM,900,Right,72,152,Midfield
D. Arzani,19,Australia,69,RM,2.3,Right,67,161,Midfield
A. Bencharki,23,Morocco,69,LM,1.4,Right,70,154,Midfield
B. Ampuero,24,Chile,69,CB,1.2,Right,72,181,Defense
G. Puşcaş,22,Romania,69,ST,1.6,Right,74,172,Attack
C. Chávez,31,Argentina,69,LW,925,Right,67,146,Attack
V. Marcel,21,France,69,RW,1.6,Left,71,143,Attack
I. Pillud,32,Argentina,69,RB,575,Right,70,179,Defense
B. Dja Djédjé,27,Ivory Coast,69,LDM,975,Right,67,157,Midfield
M. Bakić,24,Montenegro,69,CM,1.4,Right,73,172,Midfield
P. Sané,26,Senegal,69,ST,1.3,Left,74,185,Attack
J. Clarke-Salter,20,England,69,LCB,1.7,Left,74,154,Defense
I. Radu,21,Romania,69,GK,1.5,Right,74,172,Defense
D. Gibson,30,Republic of Ireland,69,CM,975,Right,71,176,Midfield
H. Özmert,33,Turkey,69,LCM,425,Right,72,176,Midfield
L. Spendlhofer,25,Austria,69,RCB,1.2,Right,74,181,Defense
Pomares,25,Spain,69,LB,1.1,Left,72,163,Defense
A. Costa,33,Argentina,69,LCM,625,Left,69,165,Midfield
Pedro Porro,18,Spain,69,RWB,1.6,Right,69,154,Defense
Y. Stark,27,Germany,69,CDM,1,Right,73,179,Midfield
M. Tanković,23,Sweden,69,CAM,1.4,Right,70,163,Midfield
R. Lindgren,33,Sweden,69,RCB,425,Right,71,161,Defense
Raúl Llorente,32,Spain,69,LB,575,Left,67,152,Defense
M. García,26,Argentina,69,LM,1.1,Left,69,157,Midfield
M. Kucharczyk,27,Poland,69,RM,1.1,Right,70,172,Midfield
M. Havenaar,31,Japan,69,ST,950,Left,77,203,Attack
F. Bahlouli,23,France,69,CAM,1.5,Right,72,181,Midfield
C. Roberts,22,Wales,69,RB,1.3,Right,69,157,Defense
Servando,34,Spain,69,CB,325,Right,71,165,Defense
Lucas João,24,Portugal,69,LM,1.4,Right,76,176,Midfield
K. Kodro,24,Bosnia Herzegovina,69,ST,1.4,Right,74,174,Attack
Lucas Tagliapietra,27,Brazil,69,LCB,1,Left,76,207,Defense
G. Maroni,19,Argentina,69,CAM,1.8,Right,67,148,Midfield
O. Altman,24,Israel,69,CAM,1.4,Right,71,168,Midfield
J. Legear,31,Belgium,69,LM,925,Right,71,170,Midfield
Crislan,26,Brazil,69,ST,1.3,Left,74,187,Attack
S. Hakšabanovič,19,Montenegro,69,LM,1.6,Right,68,163,Midfield
M. Christiansen,21,Germany,69,CDM,1.4,Right,73,181,Midfield
D. Sundgren,27,Sweden,69,RWB,875,Right,70,152,Defense
A. Parot,28,Chile,69,LB,825,Left,71,179,Defense
M. Petković,25,Serbia,69,RB,1.1,Right,73,176,Defense
C. Charisis,23,Greece,69,CM,1.4,Right,70,150,Midfield
Diogo Coelho,24,Portugal,69,CB,1.2,Right,72,183,Defense
M. Ibarra,28,United States,69,RM,1.1,Right,65,143,Midfield
Riqui Puig,18,Spain,69,CM,2.1,Right,67,123,Midfield
M. Pereira,30,France,69,RM,1,Right,71,161,Midfield
Ilori,25,Portugal,69,RCB,1.1,Right,75,176,Defense
M. Zeffane,26,Algeria,69,LB,1,Right,69,157,Defense
Tomás Podstawski,23,Portugal,69,CDM,1.3,Right,71,159,Midfield
Jo Sung Jin,27,Korea Republic,69,LCB,1,Right,74,172,Defense
H. Yamada,29,Japan,69,RF,1,Right,68,146,Attack
Antonaldo Laforte,26,Brazil,69,CAM,1.1,Right,70,181,Midfield
C. Beck,30,Germany,69,RS,1,Left,77,194,Attack
E. Rivière,28,France,69,ST,1.1,Right,72,168,Attack
I. Parlak,31,Turkey,69,CAM,950,Right,71,163,Midfield
B. Montenegro,25,Paraguay,69,ST,1.4,Left,70,174,Attack
V. Demarconnay,35,France,69,GK,250,Right,71,161,Defense
A. Ajagun,25,Nigeria,69,CAM,1.3,Right,66,143,Midfield
G. Madine,27,England,69,ST,1.1,Right,75,165,Attack
F. Cordero,30,Chile,69,LB,750,Left,68,157,Defense
R. Stearman,30,England,69,CB,775,Right,75,168,Defense
H. ter Avest,21,Netherlands,69,RB,1.3,Right,72,172,Defense
J. Medina,21,Paraguay,69,RW,1.7,Left,70,154,Attack
V. Anita,29,Netherlands,69,RCM,1,Right,66,146,Midfield
C. McManaman,27,England,69,RM,1.1,Right,69,157,Midfield
Oriol Rosell,25,Spain,69,RDM,1.1,Right,72,168,Midfield
Paulo Daineiro,34,Brazil,69,LAM,525,Right,66,137,Midfield
R. Vincelot,32,France,69,CB,600,Right,70,157,Defense
R. Lenis,25,Colombia,69,RW,1.2,Right,71,154,Attack
M. Mier,27,Uruguay,69,LM,1.1,Left,71,168,Midfield
Y. de Lanlay,26,Norway,69,LW,1.2,Right,71,159,Attack
J. Gómez,24,Mexico,69,RCM,1.1,Right,69,143,Midfield
I. Lichnovsky,24,Chile,69,CB,1.3,Right,74,174,Defense
C. Muñoz,29,Chile,69,ST,1.1,Right,68,148,Attack
J. MacDonald,32,Scotland,69,GK,600,Right,73,174,Defense
G. Boyd,32,Scotland,69,RM,825,Left,73,174,Midfield
E. Lichaj,29,United States,69,RB,800,Right,70,176,Defense
M. Wittek,29,Germany,69,CB,825,Right,76,194,Defense
C. Jenkinson,26,England,69,RB,1,Right,73,170,Defense
A. Öztürk,24,Belgium,69,CDM,1.2,Right,73,198,Midfield
J. Pérez,27,Colombia,69,ST,1.2,Right,70,159,Attack
Zhang Chengdong,29,China PR,69,RM,1,Right,74,190,Midfield
F. Renzetti,30,Italy,69,LB,750,Left,68,157,Defense
B. Paulsen,26,Denmark,69,RCB,1.1,Right,75,170,Defense
F. Aristeguieta,26,Venezuela,69,RS,1.3,Right,74,185,Attack
A. Ramos,26,Chile,69,ST,1.2,Right,66,154,Attack
V. Nelsson,19,Denmark,69,CB,1.6,Right,73,165,Defense
Ever Sineiro,30,Brazil,69,CAM,1,Right,66,132,Midfield
M. Costanzo,30,Switzerland,69,CAM,1,Right,70,163,Midfield
Yohan Tavares,30,Portugal,69,RCB,775,Right,74,181,Defense
D. Texeira,27,Uruguay,69,ST,1.2,Right,72,152,Attack
D. Toth,31,Austria,69,CDM,700,Left,68,150,Midfield
L. Barrera,27,Argentina,69,LM,1.1,Left,70,172,Midfield
K. Bua,24,Switzerland,69,LM,1.3,Right,71,168,Midfield
I. Anya,30,Scotland,69,RW,1,Right,66,159,Attack
P. Hoban,26,Republic of Ireland,69,ST,1.3,Right,71,185,Attack
Hugo Basto,25,Portugal,69,CB,1.2,Right,74,176,Defense
Kanu,30,Brazil,69,CAM,1,Left,72,185,Midfield
C. Arango,23,Colombia,69,ST,1.6,Right,71,172,Attack
M. Karl,32,Germany,69,RCB,600,Right,76,194,Defense
Y. Movsisyan,30,Armenia,69,ST,1,Right,71,179,Attack
Puado,20,Spain,69,ST,1.7,Right,70,152,Attack
M. Abu,26,Ghana,69,LDM,1.1,Left,67,150,Midfield
D. Moberg Karlsson,24,Sweden,69,RF,1.5,Left,70,168,Attack
E. Rescaldani,26,Argentina,69,ST,1.3,Left,75,183,Attack
J. Narváez,23,Colombia,69,CM,1.6,Right,71,168,Midfield
J. Hoogma,20,Netherlands,69,CB,1.6,Left,75,179,Defense
S. Beitashour,31,Iran,69,RB,700,Right,70,157,Defense
M. Janko,35,Austria,69,ST,475,Left,77,203,Attack
S. Willems,27,France,69,LB,1,Left,72,168,Defense
O. Scarione,32,Argentina,69,CAM,825,Right,70,157,Midfield
Alex,26,Portugal,69,LW,1.1,Left,69,150,Attack
S. Gallagher,22,England,69,ST,1.6,Right,76,165,Attack
J. Blanco,26,Colombia,69,LM,1.2,Right,72,152,Midfield
O. Hamzaoui,27,Algeria,69,ST,1.1,Left,73,168,Attack
G. Milović,29,Croatia,69,RCB,825,Right,77,203,Defense
P. Hosiner,29,Austria,69,ST,1.1,Right,70,174,Attack
Caro,25,Spain,69,CB,1.2,Right,72,154,Defense
Felipe Pires,23,Brazil,69,LM,1.4,Right,70,150,Midfield
S. Chernik,29,Belarus,69,GK,700,Right,74,185,Defense
Renato Rochela,26,Brazil,69,CAM,1.1,Left,74,170,Midfield
J. Henry,29,England,69,RCM,1,Right,72,170,Midfield
L. James,25,Nigeria,69,ST,1.3,Right,74,176,Attack
P. Reulet,24,France,69,GK,1.2,Right,71,150,Defense
M. Miloš,25,Croatia,69,RB,1.1,Right,69,154,Defense
L. Valzania,22,Italy,69,CM,1.6,Right,72,170,Midfield
J. George,25,Germany,69,LAM,1.2,Right,69,165,Midfield
G. Robail,24,France,69,LM,1.4,Right,72,161,Midfield
B. Beckeles,32,Honduras,69,RB,575,Right,72,185,Defense
R. Brežančić,28,Serbia,69,LB,825,Left,69,157,Defense
D. Camara,23,Guinea,69,ST,1.4,Right,73,181,Attack
O. Barreto,25,Colombia,69,RM,1.2,Right,68,150,Midfield
J. Igbekeme,22,Nigeria,69,LCM,1.5,Left,67,146,Midfield
D. Álvarez,36,Colombia,69,ST,375,Right,68,154,Attack
S. Neumann,27,Germany,69,CB,1,Left,74,176,Defense
Diego Barcelos,33,Brazil,69,CAM,650,Right,67,154,Midfield
M. Wallace,25,Scotland,69,CB,1.1,Left,74,165,Defense
D. Bottinelli,31,Argentina,69,LCM,925,Right,66,148,Midfield
C. McLaughlin,26,Northern Ireland,69,RB,1,Right,72,157,Defense
C. Gamboa,28,Costa Rica,69,RB,825,Right,69,165,Defense
J. Vanlerberghe,22,Belgium,69,CDM,1.3,Right,75,187,Midfield
M. Osuna,29,Mexico,69,CDM,825,Right,70,168,Midfield
K. Miller,38,Scotland,69,ST,375,Right,70,157,Attack
M. Ciani,34,France,69,CB,325,Right,76,194,Defense
L. Vásquez,26,Colombia,69,RDM,1.1,Right,73,176,Midfield
G. Troupée,20,Netherlands,69,RB,1.3,Right,71,143,Defense
A. Erdem,29,Turkey,69,LB,800,Left,69,146,Defense
D. De fauw,36,Belgium,69,RB,120,Right,73,152,Defense
D. Cavaré,23,France,69,RB,1.2,Right,72,185,Defense
F. Maouassa,19,France,69,LB,1.3,Left,67,161,Defense
N. Dovedan,23,Austria,69,CAM,1.4,Right,67,157,Midfield
V. Hedenstad,27,Norway,69,RB,975,Right,70,163,Defense
J. O'Shea,37,Republic of Ireland,69,CB,140,Right,75,185,Defense
Y. Wildschut,26,Netherlands,69,LM,1.1,Right,74,190,Midfield
P. Dawidowicz,23,Poland,69,CB,1.6,Right,75,187,Defense
P. Bartolomei,28,Italy,69,RCM,1,Right,72,168,Midfield
Rômulão Selva,26,Brazil,69,LS,1.2,Right,70,159,Attack
K. Higashi,27,Japan,69,RM,1.1,Right,70,159,Midfield
L. Mora,30,Italy,69,CM,975,Left,72,176,Midfield
J. Abrigo,23,Chile,69,CAM,1.5,Right,67,146,Midfield
M. Diskerud,27,United States,69,CM,1.1,Right,72,150,Midfield
E. Torregrossa,26,Italy,69,RS,1.3,Left,72,176,Attack
C. Cadden,21,Scotland,69,RM,1.6,Right,72,168,Midfield
D. Dąbrowski,25,Poland,69,RCM,1.1,Right,70,161,Midfield
Fernández,28,Spain,69,RB,825,Right,67,143,Defense
Z. Yavru,26,Turkey,69,RB,1,Right,70,172,Defense
L. Wallace,30,Scotland,69,LB,750,Left,73,165,Defense
J. Niezgoda,23,Poland,69,ST,1.5,Right,73,161,Attack
L. Abubakar,23,Ghana,69,CB,1.2,Right,72,181,Defense
C. Leitgeb,33,Austria,69,CM,625,Right,68,152,Midfield
E. Pisano,31,Italy,69,RB,700,Right,73,183,Defense
F. N'Sakala,27,DR Congo,69,LB,875,Left,70,163,Defense
L. Thomas,26,Australia,69,GK,850,Right,75,201,Defense
Igor Rossi,29,Brazil,69,LCB,825,Left,74,181,Defense
A. Sadiku,27,Albania,69,ST,1.2,Right,73,176,Attack
K. Bistrović,20,Croatia,69,CDM,1.8,Right,72,165,Midfield
V. Elm,32,Sweden,69,RCB,600,Left,75,185,Defense
Carlos Ruiz,34,Spain,69,CB,325,Right,72,176,Defense
M. Clarke,21,England,69,LCB,1.8,Left,74,163,Defense
Witi,21,Mozambique,69,RW,1.5,Left,68,141,Attack
Auro,22,Brazil,69,RB,1.4,Right,66,141,Defense
K. Palmer,21,England,69,CAM,1.6,Right,69,150,Midfield
B. Radunović,22,Serbia,69,GK,1.4,Right,76,198,Defense
M. Diallo,32,Senegal,69,CDM,600,Right,76,172,Midfield
Negueba,26,Brazil,69,RM,1.2,Right,70,143,Midfield
J. Repas,21,Slovenia,69,LW,1.8,Left,67,150,Attack
N. Mäenpää,33,Finland,69,GK,525,Right,75,190,Defense
P. Cibicki,24,Sweden,69,LW,1.4,Right,72,146,Attack
T. Touré,24,Ivory Coast,69,LM,1.3,Right,69,161,Midfield
T. Jibril,20,Nigeria,69,RW,1.5,Right,70,163,Attack
M. Morys,31,Germany,69,LS,925,Right,72,172,Attack
S. Schonlau,23,Germany,69,LCB,1.2,Right,73,170,Defense
A. Favilli,21,Italy,69,ST,1.9,Left,75,172,Attack
D. Pisot,30,Germany,69,LCB,775,Right,73,176,Defense
Noguera,28,Spain,69,RM,1.1,Right,69,159,Midfield
D. Rubio,25,Chile,69,ST,1.4,Right,70,170,Attack
S. Hedlund,25,Sweden,69,LW,1.3,Right,69,150,Attack
R. Dugimont,32,France,69,CAM,825,Right,72,165,Midfield
A. Montero,23,Colombia,69,GK,1.3,Right,77,187,Defense
M. Hartel,22,Germany,69,LW,1.5,Right,69,152,Attack
Adrián Ortolá,24,Spain,69,GK,1.1,Left,72,159,Defense
D. Ismail,24,Iraq,69,LB,1.2,Left,70,165,Defense
T. Ambrose,21,France,69,LM,1.7,Right,70,168,Midfield
N. Ueda,23,Japan,69,RCB,1.2,Right,73,170,Defense
F. Cassata,20,Italy,69,CM,1.8,Right,72,165,Midfield
Kim Shin Wook,30,Korea Republic,69,RS,1,Right,77,205,Attack
A. Keogh,32,Republic of Ireland,69,ST,850,Right,72,161,Attack
Javi Galán,23,Spain,69,LB,1.2,Left,68,154,Defense
D. Melo,24,Chile,69,GK,1.1,Right,70,168,Defense
M. Vešović,26,Montenegro,69,RB,900,Right,70,154,Defense
Pedro Pereira,20,Portugal,69,RB,1.6,Right,72,159,Defense
J. Kappelhof,27,Netherlands,69,RCB,1,Right,71,161,Defense
Y. Okubo,36,Japan,69,ST,375,Right,67,161,Attack
F. Bordagaray,31,Argentina,69,ST,950,Right,70,165,Attack
C. Akpom,22,England,69,ST,1.5,Right,72,154,Attack
R. Taylor,33,England,69,CDM,400,Right,70,154,Midfield
Kaíque Mutto,26,Brazil,69,GK,750,Right,75,181,Defense
N. Barrios,20,Argentina,69,LM,2,Right,61,128,Midfield
G. Sauro,28,Argentina,69,CB,1,Right,75,185,Defense
M. Riemann,29,Germany,69,GK,700,Right,73,183,Defense
Jung Jo Gook,34,Korea Republic,69,ST,550,Right,73,170,Attack
Xavi Molina,31,Spain,69,RB,700,Right,72,172,Defense
S. Thesker,27,Germany,69,CB,1,Left,75,185,Defense
Ailton Cardenhas,30,Brazil,69,GK,675,Right,76,185,Defense
G. Kyei,22,France,69,ST,1.5,Right,74,185,Attack
L. Wahlqvist,21,Sweden,69,RWB,1.3,Right,72,172,Defense
G. Lorenzetti,33,Chile,69,CM,625,Left,64,139,Midfield
João Victor,24,Brazil,69,LW,1.3,Left,70,159,Attack
D. Sánchez,31,Chile,69,GK,650,Right,72,190,Defense
D. Oberlin,20,Switzerland,69,ST,1.9,Right,72,163,Attack
A. Avlonitis,28,Greece,69,CB,850,Right,75,183,Defense
I. Sissoko,20,France,69,RCM,1.7,Right,76,194,Midfield
Aguilera,32,Spain,69,CDM,600,Right,73,170,Midfield
Z. Boucher,26,France,69,GK,925,Right,71,168,Defense
K. Misao,22,Japan,69,CM,1.7,Right,71,161,Midfield
B. Kısa,35,Turkey,69,CM,450,Left,71,154,Midfield
T. Beermann,27,Germany,69,LCB,1,Left,74,187,Defense
G. Courtet,29,France,69,ST,1.1,Right,71,168,Attack
F. Oreja,36,Argentina,69,RB,120,Right,66,152,Defense
J. Silva,23,Mexico,69,CB,1.2,Right,75,172,Defense
F. Ballo-Touré,21,France,69,LB,1.6,Left,72,161,Defense
S. Celozzi,29,Germany,69,RB,800,Right,67,163,Defense
P. Kitchen,26,United States,69,CDM,1.1,Right,72,161,Midfield
T. Weilandt,26,Germany,69,RM,1.2,Right,73,161,Midfield
M. Salvi,24,Switzerland,69,GK,1.2,Right,74,176,Defense
José Mari,30,Spain,69,LDM,775,Right,72,154,Midfield
L. Velázquez,29,Argentina,69,CAM,1,Left,66,137,Midfield
Fábio China,25,Portugal,69,LB,1.1,Left,70,150,Defense
A. Guðmundsson,21,Iceland,69,RW,1.9,Right,70,176,Attack
Niltinho,24,Brazil,69,LW,1.3,Left,69,150,Attack
D. Perquis,32,France,69,GK,600,Right,73,181,Defense
Fredy,28,Angola,69,LW,1.1,Right,67,150,Attack
Lee Seul Chan,24,Korea Republic,69,LB,1.2,Right,68,143,Defense
S. McKenna,21,Scotland,69,LCB,1.8,Left,74,176,Defense
M. Ciofani,30,Italy,69,RB,750,Right,72,168,Defense
Paulinho,30,Brazil,69,LS,1,Right,70,139,Attack
S. Posch,21,Austria,69,CB,1.4,Right,74,168,Defense
N. Rapp,21,Germany,69,LCB,1.5,Right,73,181,Defense
P. Sandler,21,Netherlands,69,CB,1.7,Right,75,181,Defense
Jorge Fernandes,21,Portugal,69,CB,1.3,Right,76,183,Defense
O. Mazuch,29,Czech Republic,69,CB,825,Right,74,194,Defense
Nicolas,30,Brazil,69,GK,675,Right,75,187,Defense
J. Lowe,23,England,69,RW,1.4,Right,72,165,Attack
J. Glesnes,24,Norway,69,RCB,1.3,Right,74,185,Defense
J. Spence,28,England,69,RB,825,Right,74,170,Defense
S. Sirigu,29,Germany,69,RB,800,Right,72,174,Defense
E. Salli,25,Cameroon,69,LM,1.2,Right,67,157,Midfield
C. Arrieta,22,Colombia,69,RB,1.3,Right,69,152,Defense
Dani Nieto,27,Spain,69,RM,1.1,Left,68,132,Midfield
S. Allagbé,24,Benin,69,GK,1.1,Right,74,157,Defense
S. Kurumaya,26,Japan,69,LB,1,Left,70,161,Defense
J. Fontaine,29,France,69,CAM,1,Right,70,161,Midfield
L. Schmitz,29,Germany,69,LB,800,Left,72,172,Defense
Joãozinho,28,Portugal,69,LB,825,Left,73,159,Defense
R. Strauß,31,Germany,69,RB,700,Right,69,154,Defense
F. Gulbrandsen,25,Norway,69,ST,1.3,Right,69,174,Attack
C. Edwards,24,England,69,RCM,1.3,Right,71,154,Midfield
Auremir,26,Brazil,69,RB,1,Right,69,141,Defense
S. Rincón,24,Colombia,69,RM,1.4,Right,73,179,Midfield
J. Harrop,22,England,69,CAM,1.5,Right,69,154,Midfield
A. Kwarasey,30,Ghana,69,GK,675,Right,75,168,Defense
J. Fejzić,32,Bosnia Herzegovina,69,GK,600,Right,78,209,Defense
Cláudio Falcão,23,Brazil,69,CDM,1.2,Right,67,137,Midfield
B. Sosa,20,Croatia,69,LB,1.6,Left,73,170,Defense
D. Marcq,29,France,69,CDM,825,Right,72,170,Midfield
P. Seguin,23,Germany,69,RB,1.2,Right,73,174,Defense
Z. Yıldırım,27,Turkey,69,CDM,1.1,Right,71,165,Midfield
S. Fortès,26,Cape Verde,69,RCB,1.1,Right,76,187,Defense
T. Iwanami,24,Japan,69,RCB,1.1,Right,73,159,Defense
J. Carrasso,30,France,69,GK,675,Right,74,181,Defense
M. Vilhjálmsson,31,Iceland,69,ST,950,Right,73,187,Attack
Helton Leite,27,Brazil,69,GK,700,Right,77,205,Defense
M. Stefaniak,23,Germany,69,LW,1.5,Right,70,168,Attack
Sergio Santos,23,Brazil,69,LS,1.5,Left,71,170,Attack
A. Kalulu,22,France,69,RM,1.6,Right,65,146,Midfield
D. Stockdale,32,England,69,GK,600,Right,75,185,Defense
A. Blanco,30,Mexico,69,GK,675,Left,72,201,Defense
J. Butterfield,28,England,69,CM,1,Right,69,170,Midfield
Bruno Brígido,27,Brazil,69,GK,875,Right,74,168,Defense
D. Tonucci,29,Italy,69,RCB,825,Right,72,172,Defense
N. Lima,23,United States,69,RB,1.2,Right,69,176,Defense
A. Mitryushkin,22,Russia,69,GK,1.4,Right,74,181,Defense
B. Sagredo,29,Chile,69,LM,1,Left,65,139,Midfield
Omar Perdomo,24,Spain,69,RM,1.3,Right,70,165,Midfield
C. Kipré,21,France,69,RCB,1.4,Right,76,212,Defense
S. Escudero,29,Japan,69,LM,1,Right,67,159,Midfield
D. Llanos,28,Chile,69,ST,1.1,Right,68,150,Attack
J. Caicedo,28,Colombia,69,LS,1.1,Right,74,174,Attack
M. Normann,22,Norway,69,CM,1.5,Right,70,165,Midfield
C. Keita,22,Mali,69,LW,1.4,Left,72,168,Attack
J. Lazare Amani,20,Ivory Coast,69,LCM,1.7,Right,68,141,Midfield
S. Hain,29,Germany,69,RS,1.1,Right,70,165,Attack
K. Kraus,25,Germany,69,RCB,1.1,Right,75,201,Defense
Raillo,26,Spain,69,LCB,1.1,Right,73,170,Defense
M. Bašić,30,Croatia,69,CDM,775,Right,74,181,Midfield
J. Carreño,21,Chile,69,CM,1.5,Right,65,143,Midfield
P. Erras,23,Germany,69,CDM,1.4,Right,77,187,Midfield
J. Peters,31,Netherlands,69,CB,700,Left,72,172,Defense
J. Ruiz,24,Costa Rica,69,RM,1.4,Right,69,146,Midfield
J. Mansilla,31,Argentina,69,LB,925,Left,70,163,Defense
G. Monachello,24,Italy,69,ST,1.5,Left,72,174,Attack
Jonaldo Monteiro,30,Brazil,69,LB,750,Left,70,163,Defense
Y. Njie,24,Gambia,69,ST,1.4,Right,74,172,Attack
P. Garcés,33,Chile,69,GK,525,Right,71,170,Defense
J. Rassoul,22,Senegal,69,CB,1.3,Right,74,176,Defense
F. Schleusener,26,Germany,69,RS,1.3,Right,73,176,Attack
C. Guanca,25,Argentina,69,ST,1.3,Left,70,172,Attack
P. Abrahamsson,29,Sweden,69,GK,700,Right,75,187,Defense
A. Abdi,31,Switzerland,69,CM,900,Right,71,165,Midfield
A. Barberis,24,Italy,69,CM,1.4,Right,70,159,Midfield
S. Rochet,25,Uruguay,69,GK,975,Right,75,181,Defense
S. Çiftpınar,25,Turkey,69,LCB,1.1,Right,71,172,Defense
M. Frydrych,28,Czech Republic,69,RB,825,Right,74,183,Defense
N. Chernov,22,Russia,69,CB,1.5,Right,74,174,Defense
M. Moreno,24,Argentina,69,LM,1.4,Right,66,143,Midfield
M. Autret,27,France,69,CAM,1.1,Left,69,157,Midfield
D. Diamantakos,25,Greece,69,ST,1.3,Left,72,179,Attack
F. Honorat,21,France,69,RM,1.7,Right,71,154,Midfield
R. Zapata,39,Colombia,69,GK,70,Right,72,187,Defense
G. Taylor,20,Scotland,69,LB,2.1,Left,69,137,Defense
D. Davis,27,England,69,CM,1.2,Right,70,181,Midfield
S. Benrahma,22,Algeria,69,LW,1.4,Right,68,148,Attack
P. Burner,22,France,69,RB,1.3,Right,67,143,Defense
A. Mbengue,24,Senegal,69,LB,1.2,Left,70,150,Defense
J. Pi,24,France,69,RDM,1.2,Right,71,163,Midfield
S. Vegas,21,Chile,69,LB,1.3,Left,72,176,Defense
Hélder Tavares,28,Cape Verde,69,RDM,1,Right,70,161,Midfield
Júlio César,23,Brazil,69,RCB,1.2,Right,74,183,Defense
M. Mustacchio,29,Italy,69,RM,1,Right,71,172,Midfield
Kim Jin Hyeon,30,Korea Republic,69,GK,675,Right,76,172,Defense
Héctor,27,Spain,69,LB,975,Left,67,150,Defense
Wang Dalei,29,China PR,69,GK,700,Right,74,201,Defense
Rui Silva,24,Portugal,69,GK,1.1,Right,75,201,Defense
F. Öztürk,31,Turkey,69,GK,650,Right,75,190,Defense
J. Ramis,28,Uruguay,69,ST,1.1,Right,70,170,Attack
T. Serbest,24,Turkey,69,RCM,1.2,Right,72,172,Midfield
M. Araujo,23,Peru,69,LCB,1.2,Right,70,157,Defense
L. Pernica,28,Czech Republic,69,RCB,1,Right,74,190,Defense
J. Fuentes,23,Chile,69,LCB,1.4,Right,69,159,Defense
R. Pich,29,Slovakia,69,LM,1,Right,69,150,Midfield
R. Schiavi,32,Italy,69,CB,600,Right,72,161,Defense
D. Warmerdam,22,Netherlands,69,LM,1.2,Left,71,161,Midfield
I. Gómez,21,Argentina,69,LDM,1.6,Right,65,139,Midfield
J. Rojas,35,Chile,69,LCB,250,Left,69,165,Defense
Huang Bowen,30,China PR,69,CDM,775,Right,70,143,Midfield
J. Laso,27,Argentina,69,RCB,1,Right,74,165,Defense
T. Jodłowiec,32,Poland,69,CAM,600,Right,75,190,Midfield
H. Hermannsson,23,Iceland,69,CB,1.2,Right,75,179,Defense
P. Forsell,27,Finland,69,RF,1.1,Right,66,159,Attack
M. Bogado,33,Argentina,69,CDM,425,Right,67,150,Midfield
R. Rodriguez,27,Switzerland,69,LM,1.1,Right,71,165,Midfield
T. Çalış,24,Turkey,69,CDM,1.2,Right,69,159,Midfield
R. Krauße,24,Germany,69,CDM,1.1,Right,70,165,Midfield
